SECURITY LAB AUTHENTICATION
AUTHENTICATION ACTIVITY LOG
===========================================================================
TARGET=http://127.0.0.1:5000/ | USERNAME=admin
WORDLIST=Generated_Wordlists.txt | TOTAL_CANDIDATES=2042 | TEST_LIMIT=200
===========================================================================
2026-08-18 14:29:33.556 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=001 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:36.618 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=154 | STATUS=401 | RESPONSE_TIME=0.031s
2026-08-18 14:29:36.652 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=155 | STATUS=401 | RESPONSE_TIME=0.033s
2026-08-18 14:29:36.682 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=156 | STATUS=401 | RESPONSE_TIME=0.029s
2026-08-18 14:29:36.715 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=157 | STATUS=401 | RESPONSE_TIME=0.032s
2026-08-18 14:29:36.725 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=158 | STATUS=401 | RESPONSE_TIME=0.009s
2026-08-18 14:29:36.750 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=159 | STATUS=401 | RESPONSE_TIME=0.025s
2026-08-18 14:29:36.762 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=160 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:36.771 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=161 | STATUS=401 | RESPONSE_TIME=0.008s
2026-08-18 14:29:36.800 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=162 | STATUS=401 | RESPONSE_TIME=0.028s
2026-08-18 14:29:36.811 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=163 | STATUS=401 | RESPONSE_TIME=0.009s
2026-08-18 14:29:36.834 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=164 | STATUS=401 | RESPONSE_TIME=0.022s
2026-08-18 14:29:36.849 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=165 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:36.863 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=166 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:36.880 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=167 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:36.892 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=168 | STATUS=401 | RESPONSE_TIME=0.009s
2026-08-18 14:29:36.918 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=169 | STATUS=401 | RESPONSE_TIME=0.026s
2026-08-18 14:29:36.952 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=170 | STATUS=401 | RESPONSE_TIME=0.033s
2026-08-18 14:29:36.968 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=171 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:36.999 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=172 | STATUS=401 | RESPONSE_TIME=0.030s
2026-08-18 14:29:37.012 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=173 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:37.035 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=174 | STATUS=401 | RESPONSE_TIME=0.022s
2026-08-18 14:29:37.050 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=175 | STATUS=401 | RESPONSE_TIME=0.014s
2026-08-18 14:29:37.087 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=176 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:37.119 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=177 | STATUS=401 | RESPONSE_TIME=0.032s
2026-08-18 14:29:37.149 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=178 | STATUS=401 | RESPONSE_TIME=0.029s
2026-08-18 14:29:37.160 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=179 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:37.183 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=180 | STATUS=401 | RESPONSE_TIME=0.021s
2026-08-18 14:29:37.217 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=181 | STATUS=401 | RESPONSE_TIME=0.033s
2026-08-18 14:29:37.250 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=182 | STATUS=401 | RESPONSE_TIME=0.032s
2026-08-18 14:29:37.261 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=183 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:37.282 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=184 | STATUS=401 | RESPONSE_TIME=0.020s
2026-08-18 14:29:37.319 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=185 | STATUS=401 | RESPONSE_TIME=0.035s
2026-08-18 14:29:37.335 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=186 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:37.366 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=187 | STATUS=401 | RESPONSE_TIME=0.029s
2026-08-18 14:29:37.379 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=188 | STATUS=401 | RESPONSE_TIME=0.012s
2026-08-18 14:29:37.391 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=189 | STATUS=401 | RESPONSE_TIME=0.011s
2026-08-18 14:29:37.416 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=190 | STATUS=401 | RESPONSE_TIME=0.025s
2026-08-18 14:29:37.449 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=191 | STATUS=401 | RESPONSE_TIME=0.032s
2026-08-18 14:29:37.465 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=192 | STATUS=401 | RESPONSE_TIME=0.015s
2026-08-18 14:29:37.476 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=193 | STATUS=401 | RESPONSE_TIME=0.009s
2026-08-18 14:29:37.489 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=194 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:37.501 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=195 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:37.533 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=196 | STATUS=401 | RESPONSE_TIME=0.031s
2026-08-18 14:29:37.544 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=197 | STATUS=401 | RESPONSE_TIME=0.010s
2026-08-18 14:29:37.558 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=198 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:37.572 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=199 | STATUS=401 | RESPONSE_TIME=0.013s
2026-08-18 14:29:37.600 | IP=127.0.0.1 | METHOD=POST | ENDPOINT=/ | USERNAME=admin | REQUEST=200 | STATUS=401 | RESPONSE_TIME=0.027s
